City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,perelyub,51.8667,50.3667,13.32,36,83,4.32,RU,1681278236
367,comodoro rivadavia,-45.8667,-67.5,5.92,56,0,4.12,AR,1681278038
368,manakara,-22.1333,48.0167,26.23,73,9,0.32,MG,1681278237
369,marystown,47.1666,-55.1483,0.48,100,100,2.47,CA,1681278238
370,singaraja,-8.112,115.0882,28.69,80,96,2.17,ID,1681278238
371,labytnangi,66.6572,66.4183,-18.04,86,64,4.56,RU,1681278239
372,fairbanks,64.8378,-147.7164,-8.55,81,100,3.09,US,1681278064
373,ouro preto do oeste,-10.7481,-62.2158,21.81,95,100,1.03,BR,1681278239
374,la ronge,55.1001,-105.2842,1.14,93,100,5.14,CA,1681278240
375,bulungu,-4.55,18.6,21.11,99,100,1.2,CD,1681278240
376,sault sainte marie,46.5168,-84.3333,7.31,77,0,2.06,CA,1681278241
377,baie-saint-paul,47.4411,-70.4986,7.47,74,52,6.71,CA,1681278241
378,albanel,48.8832,-72.4487,4.08,81,97,5.14,CA,1681278242
379,okhotsk,59.3833,143.3,-3.04,73,9,1.68,RU,1681278243
380,matara,5.9485,80.5353,32.13,56,47,5.54,LK,1681278243
381,khash,28.2211,61.2158,24.77,22,26,1.55,IR,1681278244
382,yulara,-25.2406,130.9889,32.66,26,98,2.07,AU,1681278244
383,atasu,48.6814,71.6433,8.51,34,0,0.83,KZ,1681278245
384,moron,-34.6534,-58.6198,20.83,83,88,3.28,AR,1681278245
385,ndele,8.4109,20.6473,26.29,64,97,5.18,CF,1681278245
386,polyarnyy,69.1989,33.4478,-2.42,67,99,4.24,RU,1681278246
387,leua,48.2156,18.6071,7.5,78,0,2.99,SK,1681278246
388,jiazi,22.8779,116.067,25.39,73,18,4.78,CN,1681278247
389,kushima,31.4583,131.2333,22.69,68,100,2.5,JP,1681278247
390,marawi,7.9986,124.2928,27.7,60,63,2.51,PH,1681278248
391,luena,-11.7833,19.9167,17.41,94,100,1.41,AO,1681278249
392,lavrentiya,65.5833,-171.0,-20.86,94,16,1.93,RU,1681278249
393,tabas,33.5959,56.9244,30.8,12,5,5.93,IR,1681278249
394,filadelfia,39.9523,-75.1638,19.08,45,100,4.63,US,1681277979
395,itarema,-2.9248,-39.9167,23.17,92,99,2.8,BR,1681278250
396,plettenberg bay,-34.0527,23.3716,14.17,65,87,1.73,ZA,1681278047
397,kikwit,-5.041,18.8162,21.05,99,100,1.56,CD,1681278251
398,balkhash,46.844,74.9804,10.34,43,0,5.0,KZ,1681278252
399,bari,41.1177,16.8512,13.48,70,0,4.63,IT,1681278252
400,sao desiderio,-12.3633,-44.9733,19.56,93,26,1.86,BR,1681278252
401,mount isa,-20.7333,139.5,35.87,16,93,3.09,AU,1681278253
402,the valley,18.217,-63.0578,25.05,73,0,6.31,AI,1681278078
403,herat,34.5,62.0,26.03,14,55,2.18,AF,1681278254
404,belomorsk,64.5232,34.7668,1.72,95,98,3.18,RU,1681278254
405,vao,-22.6667,167.4833,23.54,81,21,1.8,NC,1681278255
406,weligama,5.9667,80.4167,32.21,54,40,4.55,LK,1681278255
407,tete,-16.1564,33.5867,23.05,94,75,2.06,MZ,1681278255
408,ca mau,9.1769,105.15,35.5,40,72,1.44,VN,1681278256
409,port hardy,50.6996,-127.4199,6.0,100,100,2.06,CA,1681278256
410,arman,59.7,150.1667,1.12,65,8,0.92,RU,1681278257
411,veliki preslav,43.1667,26.8167,7.89,93,100,3.84,BG,1681278257
412,tuatapere,-46.1333,167.6833,11.6,95,100,3.38,NZ,1681278257
413,abong mbang,3.9833,13.1833,19.5,96,100,1.03,CM,1681278258
414,acajutla,13.5928,-89.8275,26.46,65,6,2.74,SV,1681278258
415,nianzishan,47.5167,122.8833,9.76,17,8,7.35,CN,1681278258
416,khatanga,71.9667,102.5,-11.42,81,96,10.04,RU,1681278259
417,saeby,57.3319,10.5225,5.54,90,12,5.7,DK,1681278259
418,pitkyaranta,61.5734,31.4792,0.48,99,99,2.24,RU,1681278259
419,shakawe,-18.3667,21.85,20.98,56,24,3.14,BW,1681278260
420,orange,33.7,-117.7675,16.49,90,100,2.57,US,1681278235
421,haapiti,-17.5667,-149.8667,27.85,75,89,1.92,PF,1681278260
422,port hueneme,34.1478,-119.1951,16.55,95,100,1.54,US,1681278002
423,lompoc,34.6391,-120.4579,11.63,88,0,6.69,US,1681278053
424,nikel,69.4128,30.222,0.1,68,35,5.74,RU,1681278261
425,jawhar,2.7809,45.5005,31.16,57,95,5.7,SO,1681278262
426,batemans bay,-35.7167,150.1833,17.83,63,98,0.7,AU,1681278262
427,waipawa,-41.4122,175.5153,14.07,77,76,1.21,NZ,1681278263
428,harrisonburg,38.4496,-78.8689,12.37,67,0,0.0,US,1681278217
429,redlands,34.0556,-117.1825,19.41,68,0,2.06,US,1681278259
430,lodja,-3.4833,23.4333,21.15,95,96,0.32,CD,1681278264
431,rantepao,-2.9701,119.8978,26.53,75,69,1.16,ID,1681278265
432,todos santos,23.45,-110.2167,17.03,88,0,3.76,MX,1681278265
433,pevek,69.7008,170.3133,-20.95,89,94,0.63,RU,1681278266
434,paris,48.8534,2.3488,9.88,96,75,2.06,FR,1681277717
435,pandan,14.0453,124.1694,26.37,89,100,3.86,PH,1681278266
436,biak,-0.9131,122.8766,28.52,72,48,0.86,ID,1681278267
437,sola,-13.8833,167.55,28.21,73,89,4.24,VU,1681278267
438,gazimurskiy zavod,51.5461,118.3266,0.18,59,7,4.33,RU,1681278267
439,abilene,32.4487,-99.7331,17.12,55,0,7.72,US,1681278268
440,boone,39.0334,-92.3335,18.14,65,18,4.42,US,1681278268
441,kirkuk,35.4681,44.3922,17.75,78,100,7.88,IQ,1681278268
442,omboue,-1.5746,9.2618,23.09,93,99,4.73,GA,1681278269
443,saskylakh,71.9167,114.0833,-13.55,91,83,6.58,RU,1681278269
444,trebisov,48.6286,21.7195,7.77,90,100,5.7,SK,1681278269
445,tanout,14.9709,8.8879,23.09,13,100,7.9,NE,1681278269
446,matamoros,25.5333,-103.25,21.73,38,90,3.33,MX,1681278270
447,mandalgovi,45.7625,106.2708,10.63,17,52,10.27,MN,1681278270
448,bambanglipuro,-7.95,110.2833,29.64,69,69,4.15,ID,1681278270
449,khor,47.8861,134.9464,5.28,53,100,9.26,RU,1681278271
450,qrendi,35.8347,14.4583,15.06,82,20,6.69,MT,1681278271
451,cap malheureux,-19.9842,57.6142,26.37,77,97,0.89,MU,1681278272
452,hit,33.6416,42.8251,22.32,66,94,7.28,IQ,1681278272
453,carballo,43.213,-8.691,11.12,88,100,4.37,ES,1681278273
454,edgewater,28.9889,-80.9023,21.16,64,99,7.02,US,1681278090
455,huari,-9.3333,-77.2333,6.69,79,69,1.08,PE,1681278273
456,bonoua,5.2741,-3.595,25.79,90,99,1.35,CI,1681278274
457,clyde river,70.4692,-68.5914,-16.87,78,100,12.86,CA,1681278275
458,weiser,44.251,-116.9693,9.11,56,91,0.45,US,1681278275
459,great falls,47.5002,-111.3008,7.25,47,75,4.63,US,1681278275
460,contamana,-7.3333,-75.0167,22.69,95,68,0.67,PE,1681278276
461,dawlatabad,36.4141,64.9053,31.14,16,45,6.58,AF,1681278276
462,sayat,38.7839,63.8803,23.93,19,96,6.93,TM,1681278277
463,baruun-urt,46.6806,113.2792,13.29,11,46,5.31,MN,1681278277
464,coos bay,43.3665,-124.2179,7.74,83,100,4.12,US,1681278035
465,svecha,58.2785,47.5164,9.09,59,77,3.84,RU,1681278278
466,providencia,28.7167,-111.5833,21.73,40,0,4.12,MX,1681278278
467,huarmey,-10.0681,-78.1522,24.56,84,42,3.02,PE,1681278278
468,cidreira,-30.1811,-50.2056,21.77,86,62,3.52,BR,1681278279
469,saint-leu,-21.15,55.2833,29.46,85,6,2.88,RE,1681278279
470,gwadar,25.1216,62.3254,27.3,62,86,3.47,PK,1681278257
471,ulladulla,-35.35,150.4667,17.09,61,98,1.52,AU,1681278280
472,shiliguri,26.7,88.4333,35.27,12,0,3.1,IN,1681278073
473,hofn,64.2539,-15.2082,4.37,59,100,3.49,IS,1681278280
474,watsa,3.0372,29.5355,21.05,82,97,2.03,CD,1681278281
475,san luis,-33.295,-66.3356,17.31,78,79,6.95,AR,1681278281
476,urusha,54.05,122.9,-0.97,73,100,2.49,RU,1681278281
477,manokwari,-0.8667,134.0833,27.81,77,85,4.15,ID,1681278282
478,caravelas,-17.7125,-39.2481,23.06,96,100,2.19,BR,1681278282
479,jiuquan,39.7432,98.5174,16.22,16,100,2.82,CN,1681278283
480,campos altos,-19.6961,-46.1714,17.12,92,70,0.57,BR,1681278283
481,dinguiraye,11.3,-10.7167,26.5,34,67,1.45,GN,1681278284
482,shache,38.4167,77.2406,21.91,11,37,3.59,CN,1681278284
483,monywa,22.1167,95.1333,38.35,15,2,0.64,MM,1681278285
484,athens,37.9795,23.7162,16.24,68,20,3.58,GR,1681278026
485,maniitsoq,65.4167,-52.9,-3.34,74,12,2.84,GL,1681278285
486,qaqortoq,60.7167,-46.0333,-1.6,93,90,1.34,GL,1681278285
487,san andres,12.5847,-81.7006,27.01,78,20,4.63,CO,1681278286
488,pochutla,15.7432,-96.4661,23.23,66,14,1.55,MX,1681278286
489,douglas,41.3,-96.167,20.1,52,0,10.29,US,1681278248
490,udachnyy,66.4167,112.4,-4.75,41,100,14.25,RU,1681278287
491,san quintin,30.4833,-115.95,13.43,86,18,4.33,MX,1681278287
492,dongsheng,39.8161,109.9776,16.13,25,87,6.61,CN,1681278287
493,aswan,24.0934,32.907,18.61,27,51,6.17,EG,1681278288
494,alice springs,-23.7,133.8833,30.75,25,100,2.06,AU,1681278288
495,stromness,58.965,-3.296,6.04,88,100,12.96,GB,1681278288
496,ambilobe,-13.2,49.05,28.05,72,62,0.81,MG,1681278289
497,hobbs,32.7026,-103.136,17.89,33,0,5.66,US,1681278289
498,peleduy,59.6289,112.7406,-0.51,90,100,5.26,RU,1681278289
499,tupik,54.4253,119.9327,-2.9,78,92,2.62,RU,1681278290
500,ormara,25.2088,64.6357,27.18,64,88,5.31,PK,1681278290
501,honningsvag,70.9821,25.9704,-0.14,64,100,8.75,NO,1681278290
502,jieshi,22.8134,115.8257,24.59,76,16,4.77,CN,1681278291
503,letnyaya stavka,45.4306,43.4472,14.54,59,79,2.5,RU,1681278291
504,waingapu,-9.6567,120.2641,30.22,72,90,5.31,ID,1681278292
505,strezhevoy,60.7333,77.5889,-3.96,90,100,1.41,RU,1681278292
506,chara,56.9064,118.2631,-7.65,74,41,0.78,RU,1681278293
507,belle fourche,44.6714,-103.8522,22.81,10,24,8.72,US,1681278293
508,westport,41.1415,-73.3579,19.36,33,100,0.45,US,1681278293
509,santa apolonia,14.7914,-90.9708,12.16,80,38,1.71,GT,1681278294
510,nadym,65.5333,72.5167,-17.12,80,93,4.69,RU,1681278294
511,salinopolis,-0.6136,-47.3561,24.56,89,97,2.18,BR,1681278294
512,puerto ayacucho,5.6639,-67.6236,24.45,86,98,0.99,VE,1681278296
513,mackenzie,55.2999,-123.1698,2.12,75,40,2.06,CA,1681278296
514,xai-xai,-25.0519,33.6442,22.47,75,65,3.15,MZ,1681278296
515,mount gambier,-37.8333,140.7667,15.75,85,85,6.78,AU,1681278297
516,kjollefjord,70.9457,27.3465,0.03,64,75,2.57,NO,1681278297
517,maragogi,-9.0122,-35.2225,24.83,80,98,1.34,BR,1681278298
518,santa rosalia,27.3167,-112.2833,20.85,36,0,4.08,MX,1681278298
519,sangin,32.0728,64.8359,29.08,13,0,0.86,AF,1681278299
520,pangody,65.85,74.4859,-20.52,86,42,3.91,RU,1681278299
521,gat,31.61,34.7642,12.38,100,93,4.03,IL,1681278300
522,cochrane,51.1834,-114.4687,1.03,73,69,1.42,CA,1681278300
523,shwebo,22.5667,95.7,39.08,14,2,2.69,MM,1681278301
524,kariba,-16.5167,28.8,21.66,78,22,1.01,ZW,1681278301
525,normandin,48.8333,-72.5321,4.17,81,97,5.14,CA,1681278302
526,ramygala,55.5167,24.3,8.83,73,94,3.46,LT,1681278303
527,saint anthony,45.0205,-93.218,21.16,42,0,6.69,US,1681278305
528,chudovo,59.1167,31.6833,8.56,66,83,1.5,RU,1681278306
529,filiates,39.6011,20.3119,11.83,67,83,1.2,GR,1681278306
530,hvolsvollur,63.7533,-20.2243,0.99,81,53,2.36,IS,1681278307
531,takahata,38.0025,140.1911,11.87,83,100,4.64,JP,1681278307
532,bollnas,61.3482,16.3946,2.44,97,85,1.39,SE,1681278308
533,college,64.8569,-147.8028,-8.56,81,100,3.09,US,1681278308
534,quatre cocos,-20.2078,57.7625,26.16,78,100,6.09,MU,1681278309
535,marica,-22.9194,-42.8186,22.95,86,0,3.27,BR,1681277796
536,maldonado,-34.6667,-54.9167,20.08,70,46,3.58,UY,1681278310
537,kabare,-2.4683,28.8242,19.09,86,100,0.27,CD,1681278311
538,charters towers,-20.1,146.2667,33.74,20,66,4.01,AU,1681278312
539,roald,62.5833,6.1333,8.2,81,0,5.14,NO,1681278312
540,nanganga,-10.3833,39.15,25.58,89,83,1.5,TZ,1681278313
541,segezha,63.7415,34.3222,0.79,90,76,2.28,RU,1681278313
542,haikou,20.0458,110.3417,26.07,83,75,4.0,CN,1681278322
543,coihaique,-45.5752,-72.0662,1.97,87,0,1.54,CL,1681278323
544,evanston,42.0411,-87.6901,20.06,49,75,3.6,US,1681278298
545,muscat,23.6139,58.5922,33.01,53,19,1.75,OM,1681278115
546,kavaratti,10.5669,72.642,28.8,72,12,2.08,IN,1681278326
547,krasnoselkup,65.7,82.4667,-21.04,84,58,5.41,RU,1681278327
548,feijo,-8.1642,-70.3536,21.95,95,86,0.7,BR,1681278327
549,archidona,37.0965,-4.3887,14.31,61,2,2.17,ES,1681278328
550,borovoy,55.4333,86.0833,-2.4,63,75,7.0,RU,1681278328
551,fayetteville,35.0527,-78.8784,14.71,63,0,2.57,US,1681277938
552,lake havasu city,34.4839,-114.3224,28.59,11,0,1.54,US,1681278329
553,peniche,39.3558,-9.3811,15.62,92,79,5.08,PT,1681278330
554,guilin,25.2819,110.2864,23.06,65,71,1.33,CN,1681278331
555,lata,40.1629,-8.3327,11.71,87,100,1.13,PT,1681278331
556,hobyo,5.3505,48.5268,29.51,69,99,6.83,SO,1681278332
557,havelock,34.8791,-76.9013,14.97,93,0,2.06,US,1681278332
558,traiguen,-38.25,-72.6833,12.36,96,100,1.54,CL,1681278333
559,tepanguare,14.3333,-87.75,12.5,70,13,1.83,HN,1681278333
560,dobric,44.7019,19.5814,9.33,72,88,5.56,RS,1681278333
561,kushiro,42.975,144.3747,9.53,76,75,6.69,JP,1681278334
562,biltine,14.5333,20.9167,26.51,21,88,10.1,TD,1681278334
563,seymchan,62.8833,152.4333,-10.39,73,46,1.2,RU,1681278335
564,ibra,22.6906,58.5334,29.11,37,89,1.24,OM,1681278336
565,turbat,26.0023,63.044,31.49,28,17,2.59,PK,1681278337
566,severomuysk,56.1481,113.4267,-5.94,65,51,1.61,RU,1681278337
567,tarakan,3.3,117.6333,32.72,66,40,2.06,ID,1681278338
568,pangai,-19.8,-174.35,28.06,74,20,5.66,TO,1681278338
569,coswig,51.1333,13.5833,4.6,93,0,3.09,DE,1681278339
570,westerland,54.9079,8.3033,7.01,76,100,10.29,DE,1681278175
